,number,type,bbox_x,lines,width,height,ext,colorspace,xres,yres,bpc,transform,size_x,image,__x,line_no,idx,idx_val,size_y,flags,font,color,ascender,descender,text,origin,bbox_y,__y,span_no,x0,y0,x1,y1
24,17,0,"(41.040000915527344, 220.6392059326172, 132.9303436279297, 231.4248046875)","{'spans': [{'size': 8.566311836242676, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'pyramidalis', 'origin': (41.040000915527344, 228.72000122070312), 'bbox': (41.040000915527344, 220.6392059326172, 82.2822494506836, 231.09719848632812)}, {'size': 8.435708045959473, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' (L.)', 'origin': (82.28225708007812, 228.72000122070312), 'bbox': (82.28225708007812, 220.66439819335938, 99.28732299804688, 231.4248046875)}, {'size': 8.566311836242676, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Reichb.', 'origin': (99.28732299804688, 228.72000122070312), 'bbox': (99.28732299804688, 220.66439819335938, 132.9303436279297, 231.4248046875)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.040000915527344, 220.6392059326172, 132.9303436279297, 231.4248046875)}",,,,,,,,,,,number,0,9,9,8.566311836242676,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Reichb.,"(99.28732299804688, 228.72000122070312)","(99.28732299804688, 220.66439819335938, 132.9303436279297, 231.4248046875)",idx,2,99.28732299804688,220.66439819335938,132.9303436279297,231.4248046875
25,18,0,"(28.31999969482422, 230.264404296875, 75.07479858398438, 241.02481079101562)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'Achyranthes', 'origin': (28.31999969482422, 238.32000732421875), 'bbox': (28.31999969482422, 230.264404296875, 75.07479858398438, 241.02481079101562)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (28.31999969482422, 230.264404296875, 75.07479858398438, 241.02481079101562)}",,,,,,,,,,,number,0,10,10,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Achyranthes,"(28.31999969482422, 238.32000732421875)","(28.31999969482422, 230.264404296875, 75.07479858398438, 241.02481079101562)",idx,0,28.31999969482422,230.264404296875,75.07479858398438,241.02481079101562
26,20,0,"(42.2400016784668, 239.86441040039062, 78.22784423828125, 250.62481689453125)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'aspera', 'origin': (42.2400016784668, 247.92001342773438), 'bbox': (42.2400016784668, 239.86441040039062, 65.6864013671875, 250.62481689453125)}, {'size': 8.672974586486816, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' L.', 'origin': (65.6864013671875, 247.92001342773438), 'bbox': (65.6864013671875, 239.86441040039062, 78.22784423828125, 250.62481689453125)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (42.2400016784668, 239.86441040039062, 78.22784423828125, 250.62481689453125)}",,,,,,,,,,,number,0,11,11,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,aspera,"(42.2400016784668, 247.92001342773438)","(42.2400016784668, 239.86441040039062, 65.6864013671875, 250.62481689453125)",idx,0,42.2400016784668,239.86441040039062,65.6864013671875,250.62481689453125
27,20,0,"(42.2400016784668, 239.86441040039062, 78.22784423828125, 250.62481689453125)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'aspera', 'origin': (42.2400016784668, 247.92001342773438), 'bbox': (42.2400016784668, 239.86441040039062, 65.6864013671875, 250.62481689453125)}, {'size': 8.672974586486816, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' L.', 'origin': (65.6864013671875, 247.92001342773438), 'bbox': (65.6864013671875, 239.86441040039062, 78.22784423828125, 250.62481689453125)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (42.2400016784668, 239.86441040039062, 78.22784423828125, 250.62481689453125)}",,,,,,,,,,,number,0,11,11,8.672974586486816,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,L.,"(65.6864013671875, 247.92001342773438)","(65.6864013671875, 239.86441040039062, 78.22784423828125, 250.62481689453125)",idx,1,65.6864013671875,239.86441040039062,78.22784423828125,250.62481689453125
28,22,0,"(42.2400016784668, 249.43919372558594, 94.30062866210938, 260.22479248046875)","{'spans': [{'size': 8.636857986450195, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'argentea', 'origin': (42.2400016784668, 257.5199890136719), 'bbox': (42.2400016784668, 249.43919372558594, 72.94841003417969, 259.8971862792969)}, {'size': 8.426961898803711, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Lam.', 'origin': (72.94841003417969, 257.5199890136719), 'bbox': (72.94841003417969, 249.46438598632812, 94.30062866210938, 260.22479248046875)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (42.2400016784668, 249.43919372558594, 94.30062866210938, 260.22479248046875)}",,,,,,,,,,,number,0,12,12,8.636857986450195,6,Times-Italic,0,0.9620000123977661,-0.28299999237060547,argentea,"(42.2400016784668, 257.5199890136719)","(42.2400016784668, 249.43919372558594, 72.94841003417969, 259.8971862792969)",idx,0,42.2400016784668,249.43919372558594,72.94841003417969,259.8971862792969
29,22,0,"(42.2400016784668, 249.43919372558594, 94.30062866210938, 260.22479248046875)","{'spans': [{'size': 8.636857986450195, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'argentea', 'origin': (42.2400016784668, 257.5199890136719), 'bbox': (42.2400016784668, 249.43919372558594, 72.94841003417969, 259.8971862792969)}, {'size': 8.426961898803711, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Lam.', 'origin': (72.94841003417969, 257.5199890136719), 'bbox': (72.94841003417969, 249.46438598632812, 94.30062866210938, 260.22479248046875)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (42.2400016784668, 249.43919372558594, 94.30062866210938, 260.22479248046875)}",,,,,,,,,,,number,0,12,12,8.426961898803711,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Lam.,"(72.94841003417969, 257.5199890136719)","(72.94841003417969, 249.46438598632812, 94.30062866210938, 260.22479248046875)",idx,1,72.94841003417969,249.46438598632812,94.30062866210938,260.22479248046875
30,24,0,"(28.31999969482422, 259.0391845703125, 74.40958404541016, 269.4971923828125)","{'spans': [{'size': 8.801219940185547, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'Acrostichutn', 'origin': (28.31999969482422, 267.1199951171875), 'bbox': (28.31999969482422, 259.0391845703125, 74.40958404541016, 269.4971923828125)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (28.31999969482422, 259.0391845703125, 74.40958404541016, 269.4971923828125)}",,,,,,,,,,,number,0,13,13,8.801219940185547,6,Times-Italic,0,0.9620000123977661,-0.28299999237060547,Acrostichutn,"(28.31999969482422, 267.1199951171875)","(28.31999969482422, 259.0391845703125, 74.40958404541016, 269.4971923828125)",idx,0,28.31999969482422,259.0391845703125,74.40958404541016,269.4971923828125
31,25,0,"(42.0, 268.3992004394531, 86.16197967529297, 279.184814453125)","{'spans': [{'size': 8.665364265441895, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'marantae', 'origin': (42.0, 276.4800109863281), 'bbox': (42.0, 268.3992004394531, 76.48709106445312, 278.8572082519531)}, {'size': 8.665364265441895, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' L.', 'origin': (76.48709106445312, 276.4800109863281), 'bbox': (76.48709106445312, 268.4244079589844, 86.16197967529297, 279.184814453125)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (42.0, 268.3992004394531, 86.16197967529297, 279.184814453125)}",,,,,,,,,,,number,0,14,14,8.665364265441895,6,Times-Italic,0,0.9620000123977661,-0.28299999237060547,marantae,"(42.0, 276.4800109863281)","(42.0, 268.3992004394531, 76.48709106445312, 278.8572082519531)",idx,0,42.0,268.3992004394531,76.48709106445312,278.8572082519531
32,25,0,"(42.0, 268.3992004394531, 86.16197967529297, 279.184814453125)","{'spans': [{'size': 8.665364265441895, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'marantae', 'origin': (42.0, 276.4800109863281), 'bbox': (42.0, 268.3992004394531, 76.48709106445312, 278.8572082519531)}, {'size': 8.665364265441895, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' L.', 'origin': (76.48709106445312, 276.4800109863281), 'bbox': (76.48709106445312, 268.4244079589844, 86.16197967529297, 279.184814453125)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (42.0, 268.3992004394531, 86.16197967529297, 279.184814453125)}",,,,,,,,,,,number,0,14,14,8.665364265441895,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,L.,"(76.48709106445312, 276.4800109863281)","(76.48709106445312, 268.4244079589844, 86.16197967529297, 279.184814453125)",idx,1,76.48709106445312,268.4244079589844,86.16197967529297,279.184814453125
33,27,0,"(42.0, 278.23919677734375, 85.77413940429688, 289.0248107910156)","{'spans': [{'size': 8.71898078918457, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'velleum', 'origin': (42.0, 286.32000732421875), 'bbox': (42.0, 278.23919677734375, 69.96473693847656, 288.69720458984375)}, {'size': 8.71898078918457, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Ait.', 'origin': (69.96472930908203, 286.32000732421875), 'bbox': (69.96472930908203, 278.264404296875, 85.77413940429688, 289.0248107910156)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (42.0, 278.23919677734375, 85.77413940429688, 289.0248107910156)}",,,,,,,,,,,number,0,15,15,8.71898078918457,6,Times-Italic,0,0.9620000123977661,-0.28299999237060547,velleum,"(42.0, 286.32000732421875)","(42.0, 278.23919677734375, 69.96473693847656, 288.69720458984375)",idx,0,42.0,278.23919677734375,69.96473693847656,288.69720458984375
34,27,0,"(42.0, 278.23919677734375, 85.77413940429688, 289.0248107910156)","{'spans': [{'size': 8.71898078918457, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'velleum', 'origin': (42.0, 286.32000732421875), 'bbox': (42.0, 278.23919677734375, 69.96473693847656, 288.69720458984375)}, {'size': 8.71898078918457, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Ait.', 'origin': (69.96472930908203, 286.32000732421875), 'bbox': (69.96472930908203, 278.264404296875, 85.77413940429688, 289.0248107910156)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (42.0, 278.23919677734375, 85.77413940429688, 289.0248107910156)}",,,,,,,,,,,number,0,15,15,8.71898078918457,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Ait.,"(69.96472930908203, 286.32000732421875)","(69.96472930908203, 278.264404296875, 85.77413940429688, 289.0248107910156)",idx,1,69.96472930908203,278.264404296875,85.77413940429688,289.0248107910156
35,28,0,"(28.31999969482422, 287.6243896484375, 66.38880157470703, 298.3847961425781)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'Adiantum', 'origin': (28.31999969482422, 295.67999267578125), 'bbox': (28.31999969482422, 287.6243896484375, 66.38880157470703, 298.3847961425781)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (28.31999969482422, 287.6243896484375, 66.38880157470703, 298.3847961425781)}",,,,,,,,,,,number,0,16,16,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Adiantum,"(28.31999969482422, 295.67999267578125)","(28.31999969482422, 287.6243896484375, 66.38880157470703, 298.3847961425781)",idx,0,28.31999969482422,287.6243896484375,66.38880157470703,298.3847961425781
36,29,0,"(41.7599983215332, 297.2243957519531, 112.53353881835938, 307.98480224609375)","{'spans': [{'size': 8.593819618225098, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'capillus-veneris L.', 'origin': (41.7599983215332, 305.2799987792969), 'bbox': (41.7599983215332, 297.2243957519531, 112.53353881835938, 307.98480224609375)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.7599983215332, 297.2243957519531, 112.53353881835938, 307.98480224609375)}",,,,,,,,,,,number,0,17,17,8.593819618225098,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,capillus-veneris,"(41.7599983215332, 305.2799987792969)","(41.7599983215332, 297.2243957519531, 112.53353881835938, 307.98480224609375)",idx,0,41.7599983215332,297.2243957519531,112.53353881835938,307.98480224609375
37,29,0,"(41.7599983215332, 297.2243957519531, 112.53353881835938, 307.98480224609375)","{'spans': [{'size': 8.593819618225098, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'capillus-veneris L.', 'origin': (41.7599983215332, 305.2799987792969), 'bbox': (41.7599983215332, 297.2243957519531, 112.53353881835938, 307.98480224609375)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.7599983215332, 297.2243957519531, 112.53353881835938, 307.98480224609375)}",,,,,,,,,,,number,0,17,17,8.593819618225098,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,L.,"(41.7599983215332, 305.2799987792969)","(41.7599983215332, 297.2243957519531, 112.53353881835938, 307.98480224609375)",idx,0,41.7599983215332,297.2243957519531,112.53353881835938,307.98480224609375
38,30,0,"(28.079999923706055, 306.58441162109375, 60.63304138183594, 317.3448181152344)","{'spans': [{'size': 8.707077026367188, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'Aegilops', 'origin': (28.079999923706055, 314.6400146484375), 'bbox': (28.079999923706055, 306.58441162109375, 60.63304138183594, 317.3448181152344)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (28.079999923706055, 306.58441162109375, 60.63304138183594, 317.3448181152344)}",,,,,,,,,,,number,0,18,18,8.707077026367188,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Aegilops,"(28.079999923706055, 314.6400146484375)","(28.079999923706055, 306.58441162109375, 60.63304138183594, 317.3448181152344)",idx,0,28.079999923706055,306.58441162109375,60.63304138183594,317.3448181152344
39,32,0,"(41.7599983215332, 316.3992004394531, 91.71792602539062, 327.184814453125)","{'spans': [{'size': 8.67529296875, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'aucheri', 'origin': (41.7599983215332, 324.4800109863281), 'bbox': (41.7599983215332, 316.3992004394531, 68.8986587524414, 326.8572082519531)}, {'size': 8.67529296875, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Boiss.', 'origin': (68.89865112304688, 324.4800109863281), 'bbox': (68.89865112304688, 316.4244079589844, 91.71792602539062, 327.184814453125)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.7599983215332, 316.3992004394531, 91.71792602539062, 327.184814453125)}",,,,,,,,,,,number,0,19,19,8.67529296875,6,Times-Italic,0,0.9620000123977661,-0.28299999237060547,aucheri,"(41.7599983215332, 324.4800109863281)","(41.7599983215332, 316.3992004394531, 68.8986587524414, 326.8572082519531)",idx,0,41.7599983215332,316.3992004394531,68.8986587524414,326.8572082519531
40,32,0,"(41.7599983215332, 316.3992004394531, 91.71792602539062, 327.184814453125)","{'spans': [{'size': 8.67529296875, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'aucheri', 'origin': (41.7599983215332, 324.4800109863281), 'bbox': (41.7599983215332, 316.3992004394531, 68.8986587524414, 326.8572082519531)}, {'size': 8.67529296875, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Boiss.', 'origin': (68.89865112304688, 324.4800109863281), 'bbox': (68.89865112304688, 316.4244079589844, 91.71792602539062, 327.184814453125)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (41.7599983215332, 316.3992004394531, 91.71792602539062, 327.184814453125)}",,,,,,,,,,,number,0,19,19,8.67529296875,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Boiss.,"(68.89865112304688, 324.4800109863281)","(68.89865112304688, 316.4244079589844, 91.71792602539062, 327.184814453125)",idx,1,68.89865112304688,316.4244079589844,91.71792602539062,327.184814453125
41,34,0,"(41.279998779296875, 325.7591857910156, 161.76089477539062, 355.74481201171875)","{'spans': [{'size': 8.832989692687988, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'bicornis', 'origin': (42.0, 333.8399963378906), 'bbox': (42.0, 325.7591857910156, 71.27671813964844, 336.2171936035156)}, {'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' (Forsk.) Jaub. et Spach', 'origin': (71.27671813964844, 333.8399963378906), 'bbox': (71.27671813964844, 325.7843933105469, 161.76089477539062, 336.5447998046875)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (42.0, 325.7591857910156, 161.76089477539062, 336.5447998046875)}",,,,,,,,,,,number,0,20,20,8.832989692687988,6,Times-Italic,0,0.9620000123977661,-0.28299999237060547,bicornis,"(42.0, 333.8399963378906)","(42.0, 325.7591857910156, 71.27671813964844, 336.2171936035156)",idx,0,42.0,325.7591857910156,71.27671813964844,336.2171936035156
